amostras;pos_x;pos_y;dir_XY
1;106,3120069;108,1599637;0
2;121,9028152;94,53873443;0
3;106,7561814;79,23450792;0
4;84,39816409;95,54761416;2
5;97,24725512;115,4435838;1
6;113,6288691;121,0303369;0
7;97,54323881;93,44049684;1
8;98,38927351;103,3127094;1
9;95,61257482;91,5997023;1
10;104,5090474;86,03830136;0
11;82,60645953;89,70993147;2
12;108,8814659;109,388873;0
13;90,88922777;101,805563;1
14;103,0103251;93,36441761;0
15;97,47142283;94,17361778;1
16;87,926617;69,29400368;2
17;94,10094915;111,9756578;1
18;114,5336344;93,22169515;0
19;112,4265171;89,6512918;0
20;106,452683;110,1738806;0
21;127,1676981;113,3495632;0
22;92,33798462;106,1365199;1
23;112,6022769;96,29759486;0
24;95,7452701;95,84304078;1
25;102,4709607;114,9065727;0
26;104,4828084;104,1945214;0
27;101,4134116;80,62421582;0
28;122,5732947;100,2949491;0
29;105,8164233;86,83827016;0
30;88,77249254;98,09404017;2
31;100,4579988;88,39380169;0
32;104,5590696;105,09458;0
33;91,37437499;93,86163836;1
34;95,15384843;94,63880158;1
35;99,63846449;102,4449378;1
36;91,91134066;90,03066478;1
37;95,54339638;107,3117008;1
38;102,1895403;99,49221774;0
39;78,28690539;116,5781785;2
40;99,28681973;101,4675152;1
41;95,10388307;103,49022;1
42;96,24592419;95,08577275;1
43;98,86269961;92,84234491;1
44;92,56178853;85,27227945;1
45;113,8013093;110,5161234;0
46;102,7090778;109,0219146;0
47;98,2837835;74,77680154;1
48;94,55560555;104,0512646;1
49;88,22104317;90,87995093;2
50;103,9096676;93,79314204;0
51;108,199504;93,63000143;0
52;95,44347702;95,80381882;1
53;109,934206;118,562514;0
54;101,2790906;112,8760803;0
55;97,78301571;115,4108875;1
56;82,75388862;111,9365723;2
57;97,8175083;104,7920366;1
58;94,87490641;98,72245553;1
59;106,8516329;114,591069;0
60;89,20998223;110,4432502;2
61;121,5153705;98,91657581;0
62;95,11594524;103,5887638;1
63;103,1370405;91,72746357;0
64;104,5548177;95,99436933;0
65;98,8596187;97,65268512;1
66;89,36073098;95,52564987;2
67;124,0357622;84,55136847;0
68;92,27834451;97,91923528;1
69;90,07332008;83,77988959;1
70;89,00507308;97,48642949;2
71;94,91586777;72,47869032;1
72;101,2906639;100,9327209;0
73;114,1361397;101,6161493;0
74;111,3752776;89,14265689;0
75;91,20559551;95,16674052;1
76;90,34753273;122,8978024;1
77;103,144271;90,11829459;0
78;84,08579813;89,82611942;2
79;116,5510301;110,2047125;0
80;97,52983513;103,8857252;1
81;124,8710421;97,96455086;0
82;108,9064542;102,3953135;0
83;107,9504389;82,84120011;0
84;98,26281964;81,75367182;1
85;105,7468014;107,5374373;0
86;118,2665644;106,6498842;0
87;87,28349055;106,6689836;2
88;115,0831511;124,6098352;0
89;101,5007799;76,78587533;0
90;94,49339612;105,5752935;1
91;110,2163085;108,8000434;0
92;105,7116381;80,04250301;0
93;103,7065092;65,12779035;0
94;95,03131676;94,54050794;1
95;94,07177711;82,44802555;1
96;83,24387889;100,9380983;2
97;101,1996917;99,86727062;0
98;103,4057848;107,3427145;0
99;82,91414158;100,4174126;2
100;78,9204594;82,64456735;2
101;96,44385298;92,5061843;1
102;97,3408876;105,0684662;1
103;79,88879841;108,98292;2
104;104,7697313;102,6020984;0
105;97,03367166;88,47292773;1
106;108,503082;97,22022039;0
107;107,6558649;89,70731667;0
108;94,21527264;100,7085873;1
109;102,4039764;113,1763045;0
110;95,83803856;94,35397058;1
111;86,46158019;125,7128704;2
112;94,79712187;103,9071892;1
113;101,7939101;110,0374791;0
114;103,7861014;106,8516329;0
115;97,76890718;90,66922101;1
116;104,9565756;89,18942765;0
117;123,9811925;118,0712959;0
118;103,3119022;102,7186047;0
119;106,054529;78,55384208;0
120;119,1603249;92,24530711;0
121;97,52194526;100,1021249;1
122;107,8584435;113,8690211;0
123;103,4171421;100,5207994;0
124;101,7892376;106,3522066;0
125;97,03206868;109,8555574;1
126;95,41205398;94,49694315;1
127;88,47888492;89,69301487;2
128;87,32630502;117,3451099;2
129;107,9085339;106,0582124;0
130;87,04111022;94,2667273;2
131;116,1945536;92,37384145;0
132;115,0736014;100,0149157;0
133;90,95621206;88,78111001;1
134;110,5908839;86,51303486;0
135;115,8279818;98,73248271;0
136;107,7836603;109,2459914;0
137;91,78442067;96,53822442;1
138;111,3928309;90,66567398;0
139;94,28384854;104,4794206;1
140;103,3215997;90,30112576;0
141;113,0731223;113,0515673;0
142;99,61933099;77,31792973;1
143;73,29286998;94,80412498;2
144;106,9311909;96,41776185;0
145;108,5868351;102,4883093;0
146;101,1835141;101,194303;0
147;106,4498522;99,92694484;0
148;89,03304004;97,21624135;2
149;108,6712134;102,0666903;0
150;96,42673174;102,5831127;1
151;86,20464794;103,3863444;2
152;80,20784915;89,4104576;2
153;102,2452127;104,2932925;0
154;86,60553047;109,0012691;2
155;98,59894615;84,49561645;1
156;118,4021246;92,88379513;0
157;104,2513875;99,73031208;0
158;91,96954832;95,49942231;1
159;110,1149908;105,7458919;0
160;84,56146386;95,43499598;2
161;107,0866918;91,86350124;0
162;75,56042217;108,9920832;2
163;100,9934411;102,4331257;0
164;105,4861403;108,2962515;0
165;104,1361091;77,16495272;0
166;104,1986937;86,97169303;0
167;111,684574;103,1161562;0
168;104,3277055;94,62113465;0
169;90,71169441;92,86603725;1
170;118,5454155;111,9054448;0
171;94,80850192;117,3245098;1
172;104,6279183;113,4983566;0
173;97,63380174;96,89508741;1
174;90,85325726;113,548015;1
175;112,337614;93,9528152;0
176;98,43653313;100,1809212;1
177;114,5955255;106,5036375;0
178;84,56146386;84,64404598;2
179;96,83562919;71,97155608;1
180;92,00751972;83,78557393;1
181;86,48067958;85,6551085;2
182;103,3976903;103,3960646;0
183;126,680209;89,302637;0
184;110,9251687;97,07362122;0
185;83,41877472;112,9801947;2
186;104,4751914;98,44117156;0
187;89,14402113;102,2334461;2
188;101,829676;94,77520305;0
189;106,2467961;111,7820264;0
190;99,6721499;111,2808266;1
191;89,34051746;101,7993443;2
192;83,41577339;96,97286057;2
193;96,08703547;115,8521289;1
194;123,1915692;102,3260895;0
195;91,18190317;91,89753908;1
196;99,62315087;99,04192691;1
197;102,7750048;100,5047241;0
198;103,0712158;76,31985025;0
199;104,3849013;105,4479528;0
200;85,00452421;89,70083652;2
