amostras;pos_x;pos_y;dir_XY
1;103,2021944;107,1922955;0
2;95,33458777;100,9726818;1
3;95,82302053;99,27147201;1
4;92,09460384;97,12547378;1
5;102,2483505;101,4010539;0
6;101,9363597;103,5040443;0
7;97,80653752;88,12713784;1
8;102,7233682;100,9842097;0
9;87,49026417;85,55158527;2
10;94,65999281;97,43507715;1
11;97,05445362;89,51707312;1
12;99,59406978;105,3056283;1
13;101,5859314;92,86701495;0
14;94,6952471;106,0224011;1
15;96,28203113;97,02088189;1
16;96,42673174;95,25767862;1
17;98,15242973;99,70888211;1
18;103,6426627;99,7471491;0
19;93,81168436;88,61740096;1
20;100,7116569;92,89855168;0
21;118,8035301;99,50753136;0
22;101,727085;102,1629148;0
23;106,0858156;102,8418526;0
24;105,3241365;100,3102514;0
25;116,6512109;96,3368964;0
26;102,1441224;92,6932901;0
27;96,31888841;106,2050049;1
28;86,93406269;94,42650278;2
29;80,31516952;103,7589871;2
30;96,77686446;97,7186917;1
31;105,0276299;96,49188567;0
32;109,1107722;78,19722921;0
33;89,52500846;94,95935299;2
34;104,3554451;110,1124442;0
35;91,38103703;78,79895091;1
36;80,08152033;101,6681042;2
37;108,2897714;117,023649;0
38;106,9886937;98,77179562;0
39;96,17277808;89,5909923;1
40;104,6901732;99,41483111;0
41;93,00642912;108,6923819;1
42;107,4331751;103,5765311;0
43;98,66226972;111,1431291;1
44;97,83003659;113,8052656;1
45;104,767162;96,47072855;0
46;97,649536;96,99367663;1
47;76,15232132;96,09528913;2
48;94,31536253;102,0463858;1
49;100,3485184;96,45770004;0
50;93,31860181;98,95119345;1
51;99,11183295;105,9619879;1
52;115,3883775;89,43587798;0
53;100,1969966;84,36710484;0
54;96,33280368;107,8064659;1
55;83,37325451;106,3784341;2
56;79,05961209;98,37376663;2
57;91,54841817;95,38314341;1
58;92,20494828;92,03066636;1
59;99,40870339;114,8234449;1
60;93,47745643;120,4212483;1
61;92,97806426;102,7273359;1
62;109,2694791;106,9088287;0
63;98,37764335;104,0554141;1
64;89,34727046;86,69318302;2
65;80,82521415;95,71593889;2
66;114,0411885;101,6750846;0
67;97,58736067;105,3585381;1
68;101,9254458;89,42519142;0
69;96,15548631;104,9634991;1
70;90,01934157;104,1769795;1
71;110,2744934;108,0410018;0
72;97,83003659;91,24943315;1
73;97,04245965;97,47932407;1
74;93,94362931;106,2384288;1
75;94,96628789;106,2328468;1
76;95,31495405;101,9581876;1
77;107,390895;99,75939318;0
78;115,4435838;122,5343683;0
79;98,18121523;101,8335641;1
80;108,8712568;106,1975925;0
81;86,61864993;101,8491278;2
82;99,93535766;97,59365892;1
83;98,59353466;97,56530542;1
84;114,8234449;106,8062491;0
85;100,0409273;105,1303232;0
86;90,14817149;95,59319122;1
87;90,15437879;92,85123522;1
88;97,79007567;118,6228135;1
89;109,1607035;93,8994506;0
90;112,4997086;108,3687837;0
91;118,4859346;103,647574;0
92;108,3742066;89,21819042;0
93;109,7393695;88,65534963;0
94;102,2522727;100,2214847;0
95;112,1067387;99,08495738;0
96;96,64280494;98,11428779;1
97;88,71917342;92,22773113;2
98;106,2560957;109,7973043;0
99;92,9614205;97,2448677;1
100;95,00879539;108,230586;1
