amostras;pos_x;pos_y;dir_XY
1;95,90552306;106,0288357;2
2;92,13739557;81,17855284;2
3;113,5460823;88,83690751;0
4;83,7570158;90,91353402;1
5;111,3928309;94,40055944;0
6;97,67391046;106,2560957;2
7;89,901562;78,35111571;1
8;95,13059947;85,27678144;2
9;106,5784775;98,2837835;0
10;114,2492354;102,5238364;0
11;114,9275365;95,87805632;0
12;112,0117875;112,2092843;0
13;106,5993845;114,5490503;0
14;100,5751986;93,92064183;0
15;85,26095624;109,2120217;1
16;98,09092515;82,55066203;2
17;118,1660653;98,01685817;0
18;93,53318572;106,2170557;2
19;116,417107;92,68829924;0
20;105,1766165;101,0757276;0
21;112,2157189;96,21389861;0
22;109,1863285;105,1810048;0
23;101,8016863;110,2098738;0
24;123,1357262;109,3556309;0
25;94,76995072;90,87763172;2
26;98,6167154;82,42301444;2
27;117,6965386;107,7515779;0
28;100,4541789;109,3544486;0
29;90,05076461;105,9930926;2
30;113,3701178;113,2036803;0
31;95,0373649;93,91602614;2
32;103,6246888;94,45417416;0
33;87,58503352;112,0007826;1
34;103,8000735;104,8590664;0
35;106,8149347;97,70848262;0
36;89,11916919;104,8883521;1
37;106,7139581;100,5997208;0
38;100,3975174;99,21700464;0
39;91,62143922;96,76074367;2
40;95,87221282;103,5969265;2
41;97,06003564;108,6901537;2
42;92,77099505;90,40710463;2
43;88,79832219;104,8135007;1
44;97,42479986;94,06995812;2
45;95,52142071;107,1962631;2
46;83,90403562;117,9897143;1
47;106,0471848;100,6334403;0
48;99,25306611;97,8503979;2
49;99,48685172;96,33771495;2
50;103,8816097;91,67457645;0
51;94,68379883;103,4187678;2
52;87,02514858;121,8607966;1
53;95,16157914;110,3173988;2
54;108,9326477;98,43265641;0
55;96,49758138;109,5336873;2
56;101,6634544;102,3638336;0
57;114,1215878;106,3222842;0
58;114,3749276;106,6117536;0
59;95,50027496;104,7800199;2
60;100,6886467;103,3062406;0
61;93,98859245;82,49782038;2
62;107,7909021;121,3480234;0
63;88,54252681;96,66142685;1
64;104,0313353;109,879227;0
65;96,81713234;92,54664544;2
66;108,2596216;89,28226432;0
67;107,8563517;92,59403012;0
68;103,4658342;106,6288976;0
69;98,30939714;101,4087732;2
70;85,80124156;98,74789864;1
71;93,33197138;86,35171323;2
72;92,91921995;110,6756943;2
73;106,0618959;87,43824108;0
74;99,21853941;97,20749884;2
75;99,11797204;109,3449671;2
76;108,67567;79,91189957;0
77;95,48163032;94,59989795;2
78;80,16974132;93,96291059;1
79;130,0162355;94,38086888;0
80;111,667953;112,2837719;0
81;94,52363681;90,19157713;2
82;125,1504389;100,9811401;0
83;93,43101535;131,1643817;2
84;94,08819349;110,0818852;2
85;101,6169338;90,86487605;0
86;109,7418251;98,28301043;0
87;101,6650006;107,4321633;0
88;98,12284841;95,47062544;2
89;89,17433004;112,1147195;1
90;93,83944669;91,84644821;2
91;88,40278295;105,1696361;1
92;90,25449142;118,8394552;2
93;106,1901687;89,11087005;0
94;115,2793291;100,8129291;0
95;89,74881237;102,1417691;1
96;111,2591806;98,34275286;0
97;101,4621037;92,57589707;0
98;104,3588102;92,52845555;0
99;92,52540874;96,10766963;2
100;88,92492385;95,86889317;1
101;97,57160367;104,9332357;2
102;113,0947228;77,8905476;0
103;88,64077497;97,44455863;1
104;108,7416083;92,85123522;0
105;103,413902;79,90034899;0
106;94,72340733;97,85666205;2
107;90,0783223;101,3987346;2
108;104,627077;123,4587787;0
109;94,49872803;90,65739757;2
110;81,56031324;99,48149707;1
111;95,73102514;100,3883315;2
112;101,1873681;99,78847427;0
113;117,1355168;78,59176801;0
114;111,552379;99,10569386;0
115;95,03218078;97,78850679;2
116;81,30742824;87,90756308;1
117;100,2352522;102,6717998;0
118;100,5598849;89,89010237;0
119;100,3492914;99,83438101;0
120;109,0945605;108,5371767;0
121;98,87270405;100,896614;2
122;92,60610366;118,3442353;2
123;96,01342324;98,62520781;2
124;105,2511155;92,5244083;0
125;119,6057954;88,70036961;0
126;94,79537109;99,35046162;2
127;110,6284915;97,58815648;0
128;88,88529262;111,136035;1
129;96,16866262;107,2827561;2
130;98,31560444;101,4026;2
131;109,6915301;90,80548605;0
132;103,3215997;99,52132157;0
